ID(original),ID,Question,Answers
Drink,50,"I've heard that drinking hot water is the best thing, to wash the virus out of the mouth. But I only like cold drinks.","The official advice by CDC for protecting yourself from COVID-19 does not mention drinking a specific type of drink, hot or cold.Of course, staying hydrated when you're sick is always good advice.Drinking more water, while good for your overall health, will not keep anyone from catching the coronavirus, according to Dr. William Schaffner, an infectious diseases expert at Vanderbilt University."
Drink,50,Should I only drink hot drinks,"The official advice by CDC for protecting yourself from COVID-19 does not mention drinking a specific type of drink, hot or cold.Of course, staying hydrated when you're sick is always good advice.Drinking more water, while good for your overall health, will not keep anyone from catching the coronavirus, according to Dr. William Schaffner, an infectious diseases expert at Vanderbilt University."
EggPlant,51,Can eggplant get infected with covid-19?,"Eggplants, oddly enough, were recently featured in a video shot in Iran, so maybe they were linked with COVID-19 that way? n any case, as with other veggies, keeping your kitchen surfaces cleaned and disinfected will help lower the chances of spreading germs and of letting the virus linger. It's also a good idea to wash your hands for at least 20 seconds with soap and water before handling food. Plus you'll want to wash and scrub your fresh produce to cut down on germs. If you're very worried, it might be a good time to start eating produce that has been cooked through."
EggPlant,51,Are aubergines at risk of the virus?,"Eggplants, oddly enough, were recently featured in a video shot in Iran, so maybe they were linked with COVID-19 that way? n any case, as with other veggies, keeping your kitchen surfaces cleaned and disinfected will help lower the chances of spreading germs and of letting the virus linger. It's also a good idea to wash your hands for at least 20 seconds with soap and water before handling food. Plus you'll want to wash and scrub your fresh produce to cut down on germs. If you're very worried, it might be a good time to start eating produce that has been cooked through."
EggPlant,51,Are eggplants at risk of the virus,"Eggplants, oddly enough, were recently featured in a video shot in Iran, so maybe they were linked with COVID-19 that way? n any case, as with other veggies, keeping your kitchen surfaces cleaned and disinfected will help lower the chances of spreading germs and of letting the virus linger. It's also a good idea to wash your hands for at least 20 seconds with soap and water before handling food. Plus you'll want to wash and scrub your fresh produce to cut down on germs. If you're very worried, it might be a good time to start eating produce that has been cooked through."
EggPlant,51,Can aubergine get infected with the virus?,"Eggplants, oddly enough, were recently featured in a video shot in Iran, so maybe they were linked with COVID-19 that way? n any case, as with other veggies, keeping your kitchen surfaces cleaned and disinfected will help lower the chances of spreading germs and of letting the virus linger. It's also a good idea to wash your hands for at least 20 seconds with soap and water before handling food. Plus you'll want to wash and scrub your fresh produce to cut down on germs. If you're very worried, it might be a good time to start eating produce that has been cooked through."
EggPlant,51,Do I need to steer clear of eggplants?,"Eggplants, oddly enough, were recently featured in a video shot in Iran, so maybe they were linked with COVID-19 that way? n any case, as with other veggies, keeping your kitchen surfaces cleaned and disinfected will help lower the chances of spreading germs and of letting the virus linger. It's also a good idea to wash your hands for at least 20 seconds with soap and water before handling food. Plus you'll want to wash and scrub your fresh produce to cut down on germs. If you're very worried, it might be a good time to start eating produce that has been cooked through."
EggPlant,51,Should I stay away from aubergines?,"Eggplants, oddly enough, were recently featured in a video shot in Iran, so maybe they were linked with COVID-19 that way? n any case, as with other veggies, keeping your kitchen surfaces cleaned and disinfected will help lower the chances of spreading germs and of letting the virus linger. It's also a good idea to wash your hands for at least 20 seconds with soap and water before handling food. Plus you'll want to wash and scrub your fresh produce to cut down on germs. If you're very worried, it might be a good time to start eating produce that has been cooked through."
EggPlant,51,Can eggplants contract the virus,"Eggplants, oddly enough, were recently featured in a video shot in Iran, so maybe they were linked with COVID-19 that way? n any case, as with other veggies, keeping your kitchen surfaces cleaned and disinfected will help lower the chances of spreading germs and of letting the virus linger. It's also a good idea to wash your hands for at least 20 seconds with soap and water before handling food. Plus you'll want to wash and scrub your fresh produce to cut down on germs. If you're very worried, it might be a good time to start eating produce that has been cooked through."
EggPlant,51,Can aubergines get the virus,"Eggplants, oddly enough, were recently featured in a video shot in Iran, so maybe they were linked with COVID-19 that way? n any case, as with other veggies, keeping your kitchen surfaces cleaned and disinfected will help lower the chances of spreading germs and of letting the virus linger. It's also a good idea to wash your hands for at least 20 seconds with soap and water before handling food. Plus you'll want to wash and scrub your fresh produce to cut down on germs. If you're very worried, it might be a good time to start eating produce that has been cooked through."
EvidenceSchoolClosure,52,Is there evidence to support that benefits of school closure exceed the harms.,"COVID-19 is fairly new, so we're still learning more about how it works in populations, including in schools. Each situation will need to be evaluated individually for potential benefits and harms. The CDC recommends schools to develop plans for dealing with COVID-19, and says anyone who is sick should be kept away from everyone else."
FaceTouching,53,Can I touch my face?,"I know it's hard but you need to try to avoid touching your face. It's because hands carry lots of germs - which is why we're saying to wash them so often. By touching your face, germs are more likely to make it into your nose, mouth and eyes. And then you may get sick."
FaceTouching,53,Can I still touch my face?,"I know it's hard but you need to try to avoid touching your face. It's because hands carry lots of germs - which is why we're saying to wash them so often. By touching your face, germs are more likely to make it into your nose, mouth and eyes. And then you may get sick."
FaceTouching,53,I've heard we're not supposed to touch our faces anymore.,"I know it's hard but you need to try to avoid touching your face. It's because hands carry lots of germs - which is why we're saying to wash them so often. By touching your face, germs are more likely to make it into your nose, mouth and eyes. And then you may get sick."
FaceTouching,53,Someone said we had to stop touching our faces. Is that true?,"I know it's hard but you need to try to avoid touching your face. It's because hands carry lots of germs - which is why we're saying to wash them so often. By touching your face, germs are more likely to make it into your nose, mouth and eyes. And then you may get sick."
FaceTouching,53,What's the advice on touching our face?,"I know it's hard but you need to try to avoid touching your face. It's because hands carry lots of germs - which is why we're saying to wash them so often. By touching your face, germs are more likely to make it into your nose, mouth and eyes. And then you may get sick."
FaceTouching,53,Are we supposed to stop touching our faces?,"I know it's hard but you need to try to avoid touching your face. It's because hands carry lots of germs - which is why we're saying to wash them so often. By touching your face, germs are more likely to make it into your nose, mouth and eyes. And then you may get sick."
Fatal,54,Is it fatal?,"Yes, COVID-19 can be deadly. The case fatality rate (CFR) varies widely by factors like age and country. Older individuals or those with underlying lung or heart diseases or diabetes are most likely to experience severe infections that can be fatal."
Fatal,54,Is this virus deadly?,"Yes, COVID-19 can be deadly. The case fatality rate (CFR) varies widely by factors like age and country. Older individuals or those with underlying lung or heart diseases or diabetes are most likely to experience severe infections that can be fatal."
Fatal,54,Is Coronavirus deadly?,"Yes, COVID-19 can be deadly. The case fatality rate (CFR) varies widely by factors like age and country. Older individuals or those with underlying lung or heart diseases or diabetes are most likely to experience severe infections that can be fatal."
Fatal,54,Can COVID-19 kill?,"Yes, COVID-19 can be deadly. The case fatality rate (CFR) varies widely by factors like age and country. Older individuals or those with underlying lung or heart diseases or diabetes are most likely to experience severe infections that can be fatal."
Fatal,54,Could the virus kill me?,"Yes, COVID-19 can be deadly. The case fatality rate (CFR) varies widely by factors like age and country. Older individuals or those with underlying lung or heart diseases or diabetes are most likely to experience severe infections that can be fatal."
Fatal,54,Is the COVID-19 deadly?,"Yes, COVID-19 can be deadly. The case fatality rate (CFR) varies widely by factors like age and country. Older individuals or those with underlying lung or heart diseases or diabetes are most likely to experience severe infections that can be fatal."
Fatal,54,Is this virus a killer?,"Yes, COVID-19 can be deadly. The case fatality rate (CFR) varies widely by factors like age and country. Older individuals or those with underlying lung or heart diseases or diabetes are most likely to experience severe infections that can be fatal."
Fatal,54,Can this virus kill people?,"Yes, COVID-19 can be deadly. The case fatality rate (CFR) varies widely by factors like age and country. Older individuals or those with underlying lung or heart diseases or diabetes are most likely to experience severe infections that can be fatal."
Fatal,54,Can COVID kill?,"Yes, COVID-19 can be deadly. The case fatality rate (CFR) varies widely by factors like age and country. Older individuals or those with underlying lung or heart diseases or diabetes are most likely to experience severe infections that can be fatal."
FirstCaseBayArea,55,What were the first Bay Area COVID-19 cases?,"The first case was reported in Santa Clara County on Jan. 31. The first local case of unknown origin was reported in Solano County on Feb. 26, suggesting the virus was spreading in the community."
FlattenCurve,56,What does flattening the curve mean?,Flattening the curve means slowing the spread of virus.
FlattenCurve,56,What is the aim of flattening the curve?,Flattening the curve means slowing the spread of virus.
FlattenCurve,56,What is the purpose of flattening the curve?,Flattening the curve means slowing the spread of virus.
FlattenCurve,56,What is the point of flattening the curve?,Flattening the curve means slowing the spread of virus.
FlattenCurve,56,Can you explain to me what flattening the curve means?,Flattening the curve means slowing the spread of virus.
FlattenCurve,56,Why is flattening the curve of infections important?,Flattening the curve means slowing the spread of virus.
FlattenCurve,56,Can you explain to me what flattening the curve of infections means?,Flattening the curve means slowing the spread of virus.
FlattenCurve,56,What is the goal of flattening the curve of infections?,Flattening the curve means slowing the spread of virus.
FlattenCurve,56,What means flattening the curve?,Flattening the curve means slowing the spread of virus.
FlattenCurve,56,What does it mean to flatten the curve?,Flattening the curve means slowing the spread of virus.
FlattenCurve,56,What is the meaning of flattening the curve?,Flattening the curve means slowing the spread of virus.
FlattenCurve,56,Why is flattening the curve important?,Flattening the curve means slowing the spread of virus.
FlattenCurve,56,What is the aim of flattening the curve of infections?,Flattening the curve means slowing the spread of virus.
FlattenCurve,56,What does flattening the curve of infections mean?,Flattening the curve means slowing the spread of virus.
FlattenCurve,56,What is the goal of flattening the curve?,Flattening the curve means slowing the spread of virus.
FlattenCurve,56,What does flattening the curve refer to?,Flattening the curve means slowing the spread of virus.
FlattenCurve,56,What is the meaning of flattening the curve of infections?,Flattening the curve means slowing the spread of virus.
FlattenCurve,56,What is the importance of flattening the curve?,Flattening the curve means slowing the spread of virus.
FlattenCurve,56,What is the purpose of flattening the curve of infections?,Flattening the curve means slowing the spread of virus.
Garlic,57,does eating garlic help in preventing covid-19?,"Garlic is a healthy food that may have some antimicrobial properties. However, there is no evidence that eating garlic protects people from the new coronavirus."
GoOut,58,Can I go out,"You mean going outside? Going outside of your place for a walk or so is recommended but definitely not out out. Crowd should be avoided and always practice social distance to keep you and others safe and healthy to stop the spread of COVID-19. As the situation is changing rapidly, you should also check your local policy to understand what is allowed."
GoTheater,59,Should I go to the theater?,"I feel you on that. It's hard to decide whether or not to adhere to your usual plans right now. To help you decide, you probably want to think about who will be there. Will there be anyone who is elderly or is struggling with health conditions or compromised immune systems? If so, you may wish to stay home to help protect them. In any case, the risk of infection increases when people get closer than six feet to each other."
GoTheater,59,Should I go to the cinema?,"I feel you on that. It's hard to decide whether or not to adhere to your usual plans right now. To help you decide, you probably want to think about who will be there. Will there be anyone who is elderly or is struggling with health conditions or compromised immune systems? If so, you may wish to stay home to help protect them. In any case, the risk of infection increases when people get closer than six feet to each other."
GoTheater,59,Should I go to the movies?,"I feel you on that. It's hard to decide whether or not to adhere to your usual plans right now. To help you decide, you probably want to think about who will be there. Will there be anyone who is elderly or is struggling with health conditions or compromised immune systems? If so, you may wish to stay home to help protect them. In any case, the risk of infection increases when people get closer than six feet to each other."
GotoER,60,"If I have some symptoms, should I go to the ER?","The virus is thought to spread mainly from person-to-person. This can happen between people who are in close contact with one another (within about 6 feet), and through respiratory droplets produced when an infected person coughs or sneezes. These droplets can land in the mouths or noses of people who are nearby or possibly be inhaled into the lungs."
GotoER,60,When should I get tested?,"The virus is thought to spread mainly from person-to-person. This can happen between people who are in close contact with one another (within about 6 feet), and through respiratory droplets produced when an infected person coughs or sneezes. These droplets can land in the mouths or noses of people who are nearby or possibly be inhaled into the lungs."
GotoER,60,When should I go to ER,"The virus is thought to spread mainly from person-to-person. This can happen between people who are in close contact with one another (within about 6 feet), and through respiratory droplets produced when an infected person coughs or sneezes. These droplets can land in the mouths or noses of people who are nearby or possibly be inhaled into the lungs."
GotoER,60,When should I seek medical attention?,"The virus is thought to spread mainly from person-to-person. This can happen between people who are in close contact with one another (within about 6 feet), and through respiratory droplets produced when an infected person coughs or sneezes. These droplets can land in the mouths or noses of people who are nearby or possibly be inhaled into the lungs."
GotoER,60,When should I see a doctor?,"The virus is thought to spread mainly from person-to-person. This can happen between people who are in close contact with one another (within about 6 feet), and through respiratory droplets produced when an infected person coughs or sneezes. These droplets can land in the mouths or noses of people who are nearby or possibly be inhaled into the lungs."
GroceryShopping,61,Is it okay to buy produce from open bins?,"There are no reports at this time of human illnesses that suggest COVID-19 can be transmitted by food or food packaging. However, it is always important to follow good hygiene practices (i.e., wash hands and surfaces often, separate raw meat from other foods, cook to the right temperature, and refrigerate foods promptly) when handling or preparing foods. Like other viruses, it is possible that the virus that causes COVID-19 can survive on surfaces or objects. For that reason, it is critical to follow the 4 key steps of food safety - clean, separate, cook, and chill."
GroceryShopping,61,How long does covid-19 live (stay infectious) on food surfaces?,"There are no reports at this time of human illnesses that suggest COVID-19 can be transmitted by food or food packaging. However, it is always important to follow good hygiene practices (i.e., wash hands and surfaces often, separate raw meat from other foods, cook to the right temperature, and refrigerate foods promptly) when handling or preparing foods. Like other viruses, it is possible that the virus that causes COVID-19 can survive on surfaces or objects. For that reason, it is critical to follow the 4 key steps of food safety - clean, separate, cook, and chill."
GroceryShopping,61,Do I need to sanitize my groceries?,"There are no reports at this time of human illnesses that suggest COVID-19 can be transmitted by food or food packaging. However, it is always important to follow good hygiene practices (i.e., wash hands and surfaces often, separate raw meat from other foods, cook to the right temperature, and refrigerate foods promptly) when handling or preparing foods. Like other viruses, it is possible that the virus that causes COVID-19 can survive on surfaces or objects. For that reason, it is critical to follow the 4 key steps of food safety - clean, separate, cook, and chill."
GroceryStoresHighRisk,62,are grocery stores high risk?,"It's recommended you have enough food on hand to get through 14 days of quarantine, if that becomes necessary, but it's also a good idea to limit contact with others right now. The best answer that I can give is to use common sense. If you are feeling well and are not in a high-risk group, wash your hands with soap and water for at least twenty seconds before and after going to the store. if you do go, try to stay more than six feet away from others while you are there. If you are elderly or in another high-risk group, consider using a grocery delivery service or asking a friend to get your groceries for you."
GroceryStoresHighRisk,62,can I go grocery shopping and be safe?,"It's recommended you have enough food on hand to get through 14 days of quarantine, if that becomes necessary, but it's also a good idea to limit contact with others right now. The best answer that I can give is to use common sense. If you are feeling well and are not in a high-risk group, wash your hands with soap and water for at least twenty seconds before and after going to the store. if you do go, try to stay more than six feet away from others while you are there. If you are elderly or in another high-risk group, consider using a grocery delivery service or asking a friend to get your groceries for you."
GroceryStoresHighRisk,62,Is the grocery store safe?,"It's recommended you have enough food on hand to get through 14 days of quarantine, if that becomes necessary, but it's also a good idea to limit contact with others right now. The best answer that I can give is to use common sense. If you are feeling well and are not in a high-risk group, wash your hands with soap and water for at least twenty seconds before and after going to the store. if you do go, try to stay more than six feet away from others while you are there. If you are elderly or in another high-risk group, consider using a grocery delivery service or asking a friend to get your groceries for you."
GroceryStoresHighRisk,62,"I need groceries, how can I protect myself?","It's recommended you have enough food on hand to get through 14 days of quarantine, if that becomes necessary, but it's also a good idea to limit contact with others right now. The best answer that I can give is to use common sense. If you are feeling well and are not in a high-risk group, wash your hands with soap and water for at least twenty seconds before and after going to the store. if you do go, try to stay more than six feet away from others while you are there. If you are elderly or in another high-risk group, consider using a grocery delivery service or asking a friend to get your groceries for you."
GroceryStoresHighRisk,62,Is it safe to go to grocery stores?,"It's recommended you have enough food on hand to get through 14 days of quarantine, if that becomes necessary, but it's also a good idea to limit contact with others right now. The best answer that I can give is to use common sense. If you are feeling well and are not in a high-risk group, wash your hands with soap and water for at least twenty seconds before and after going to the store. if you do go, try to stay more than six feet away from others while you are there. If you are elderly or in another high-risk group, consider using a grocery delivery service or asking a friend to get your groceries for you."
GroceryStoresHighRisk,62,Grocery stores?,"It's recommended you have enough food on hand to get through 14 days of quarantine, if that becomes necessary, but it's also a good idea to limit contact with others right now. The best answer that I can give is to use common sense. If you are feeling well and are not in a high-risk group, wash your hands with soap and water for at least twenty seconds before and after going to the store. if you do go, try to stay more than six feet away from others while you are there. If you are elderly or in another high-risk group, consider using a grocery delivery service or asking a friend to get your groceries for you."
GroceryStoresHighRisk,62,what should I do in grocery store to be safe from covid 19?,"It's recommended you have enough food on hand to get through 14 days of quarantine, if that becomes necessary, but it's also a good idea to limit contact with others right now. The best answer that I can give is to use common sense. If you are feeling well and are not in a high-risk group, wash your hands with soap and water for at least twenty seconds before and after going to the store. if you do go, try to stay more than six feet away from others while you are there. If you are elderly or in another high-risk group, consider using a grocery delivery service or asking a friend to get your groceries for you."
GroceryStoresHighRisk,62,Should I go to the grocery store?,"It's recommended you have enough food on hand to get through 14 days of quarantine, if that becomes necessary, but it's also a good idea to limit contact with others right now. The best answer that I can give is to use common sense. If you are feeling well and are not in a high-risk group, wash your hands with soap and water for at least twenty seconds before and after going to the store. if you do go, try to stay more than six feet away from others while you are there. If you are elderly or in another high-risk group, consider using a grocery delivery service or asking a friend to get your groceries for you."
Hair,63,Should I go to hair appointment,"Although personal care services are an essential part of our daily life. During this COVID-19 pandemic, a lot of states have issued closing and modified working style of many non-essential business which include beauty salons to keep everyone safe and stop the spreading of the pademic. As much as we want to take care of ourselves and keep our life as normal as possible, it's important to keep you and others safe during this tough time."
HandSantizierWork,64,how does hand sanitizer work,"I get this one a lot. Ethyl alcohol rapidly denatures and destroys proteins in bacteria, fungi and viruses, thereby inactivating them. Hand sanitizers containing 70 - 90% ethyl alcohol are effective against 99.99% of microorgamisms including coronaviruses."
HandSantizierWork,64,Tell me how hand sanitiser works,"I get this one a lot. Ethyl alcohol rapidly denatures and destroys proteins in bacteria, fungi and viruses, thereby inactivating them. Hand sanitizers containing 70 - 90% ethyl alcohol are effective against 99.99% of microorgamisms including coronaviruses."
HandSantizierWork,64,Is Hand sanitizer reliable,"I get this one a lot. Ethyl alcohol rapidly denatures and destroys proteins in bacteria, fungi and viruses, thereby inactivating them. Hand sanitizers containing 70 - 90% ethyl alcohol are effective against 99.99% of microorgamisms including coronaviruses."
HandSantizierWork,64,Does hand sanitizer kill Corona,"I get this one a lot. Ethyl alcohol rapidly denatures and destroys proteins in bacteria, fungi and viruses, thereby inactivating them. Hand sanitizers containing 70 - 90% ethyl alcohol are effective against 99.99% of microorgamisms including coronaviruses."
HandSantizierWork,64,Can I rely on hand santizer?,"I get this one a lot. Ethyl alcohol rapidly denatures and destroys proteins in bacteria, fungi and viruses, thereby inactivating them. Hand sanitizers containing 70 - 90% ethyl alcohol are effective against 99.99% of microorgamisms including coronaviruses."
HandSantizierWork,64,Does hand sanitizer kill the virus,"I get this one a lot. Ethyl alcohol rapidly denatures and destroys proteins in bacteria, fungi and viruses, thereby inactivating them. Hand sanitizers containing 70 - 90% ethyl alcohol are effective against 99.99% of microorgamisms including coronaviruses."
HandSantizierWork,64,What about Sanitizer?,"I get this one a lot. Ethyl alcohol rapidly denatures and destroys proteins in bacteria, fungi and viruses, thereby inactivating them. Hand sanitizers containing 70 - 90% ethyl alcohol are effective against 99.99% of microorgamisms including coronaviruses."
HandSantizierWork,64,How does hand sanitiser work?,"I get this one a lot. Ethyl alcohol rapidly denatures and destroys proteins in bacteria, fungi and viruses, thereby inactivating them. Hand sanitizers containing 70 - 90% ethyl alcohol are effective against 99.99% of microorgamisms including coronaviruses."
HandSantizierWork,64,Should I be using hand santizer?,"I get this one a lot. Ethyl alcohol rapidly denatures and destroys proteins in bacteria, fungi and viruses, thereby inactivating them. Hand sanitizers containing 70 - 90% ethyl alcohol are effective against 99.99% of microorgamisms including coronaviruses."
HeatVirus,65,Does heat make virus weaker?,"I assume you are wondering if the situation will get better in the summer. Other viral respiratory diseases, such as influenza and other viral respiratory diseases, are seasonal and we do see a decrease in disease in spring and summer, so we could be optimistic that this disease will follow suit. However, we're not going to know that until the summer comes around."
HeatVirus,65,I heard that heat doesn't prevent the virus. Is this true?,"I assume you are wondering if the situation will get better in the summer. Other viral respiratory diseases, such as influenza and other viral respiratory diseases, are seasonal and we do see a decrease in disease in spring and summer, so we could be optimistic that this disease will follow suit. However, we're not going to know that until the summer comes around."
HeatVirus,65,Will this get better when it heats up?,"I assume you are wondering if the situation will get better in the summer. Other viral respiratory diseases, such as influenza and other viral respiratory diseases, are seasonal and we do see a decrease in disease in spring and summer, so we could be optimistic that this disease will follow suit. However, we're not going to know that until the summer comes around."
HeatVirus,65,Does heat help?,"I assume you are wondering if the situation will get better in the summer. Other viral respiratory diseases, such as influenza and other viral respiratory diseases, are seasonal and we do see a decrease in disease in spring and summer, so we could be optimistic that this disease will follow suit. However, we're not going to know that until the summer comes around."
Height,66,Do shorter people get it more than taller people?,We don't have any data on whether taller or shorter people are more likely to get COVID-19 at this time. Perhaps you can check back later. I am updated frequently with the last guidance and data.
HospitalsTakingCOVID,67,which hospitals taking patients of COVID-19,"If it is that bad, please call their medical provider right now. If they don't have a provider, it would be wise to call the closest hospital or health care center to receive specific instructions before visiting. In the meantime, guidelines for how patients can take care of themselves at home."
HospitalsTakingCOVID,67,Which hospitals are prepared for coronavirus?,"If it is that bad, please call their medical provider right now. If they don't have a provider, it would be wise to call the closest hospital or health care center to receive specific instructions before visiting. In the meantime, guidelines for how patients can take care of themselves at home."
HospitalsTakingCOVID,67,Which hospitals are treating COVID-19 patients?,"If it is that bad, please call their medical provider right now. If they don't have a provider, it would be wise to call the closest hospital or health care center to receive specific instructions before visiting. In the meantime, guidelines for how patients can take care of themselves at home."
HospitalsTakingCOVID,67,Which hospitals accept patients of COVID-19?,"If it is that bad, please call their medical provider right now. If they don't have a provider, it would be wise to call the closest hospital or health care center to receive specific instructions before visiting. In the meantime, guidelines for how patients can take care of themselves at home."
HospitalsTakingCOVID,67,Which hospitals are treating patients of coronavirus disease?,"If it is that bad, please call their medical provider right now. If they don't have a provider, it would be wise to call the closest hospital or health care center to receive specific instructions before visiting. In the meantime, guidelines for how patients can take care of themselves at home."
HospitalsTakingCOVID,67,Which hospitals are ready for coronavirus?,"If it is that bad, please call their medical provider right now. If they don't have a provider, it would be wise to call the closest hospital or health care center to receive specific instructions before visiting. In the meantime, guidelines for how patients can take care of themselves at home."
HospitalsTakingCOVID,67,Which hospitals can treat patients of COVID-19?,"If it is that bad, please call their medical provider right now. If they don't have a provider, it would be wise to call the closest hospital or health care center to receive specific instructions before visiting. In the meantime, guidelines for how patients can take care of themselves at home."
HospitalsTakingCOVID,67,Which hospitals are accepting patients of coronavirus disease?,"If it is that bad, please call their medical provider right now. If they don't have a provider, it would be wise to call the closest hospital or health care center to receive specific instructions before visiting. In the meantime, guidelines for how patients can take care of themselves at home."
HospitalsTakingCOVID,67,Which hospitals are accepting patients of COVID-19?,"If it is that bad, please call their medical provider right now. If they don't have a provider, it would be wise to call the closest hospital or health care center to receive specific instructions before visiting. In the meantime, guidelines for how patients can take care of themselves at home."
HospitalsTakingCOVID,67,Which hospitals are ready to take on coronavirus?,"If it is that bad, please call their medical provider right now. If they don't have a provider, it would be wise to call the closest hospital or health care center to receive specific instructions before visiting. In the meantime, guidelines for how patients can take care of themselves at home."
HospitalsTakingCOVID,67,Which hospitals take COVID-19 patients?,"If it is that bad, please call their medical provider right now. If they don't have a provider, it would be wise to call the closest hospital or health care center to receive specific instructions before visiting. In the meantime, guidelines for how patients can take care of themselves at home."
HospitalsTakingCOVID,67,Which hospitals can take patients of COVID-19?,"If it is that bad, please call their medical provider right now. If they don't have a provider, it would be wise to call the closest hospital or health care center to receive specific instructions before visiting. In the meantime, guidelines for how patients can take care of themselves at home."
HospitalsTakingCOVID,67,Which hospitals accept COVID-19 patients?,"If it is that bad, please call their medical provider right now. If they don't have a provider, it would be wise to call the closest hospital or health care center to receive specific instructions before visiting. In the meantime, guidelines for how patients can take care of themselves at home."
HospitalsTakingCOVID,67,Which hospitals are ready to take on COVID-19?,"If it is that bad, please call their medical provider right now. If they don't have a provider, it would be wise to call the closest hospital or health care center to receive specific instructions before visiting. In the meantime, guidelines for how patients can take care of themselves at home."
HospitalsTakingCOVID,67,Which hospitals are accepting COVID-19 patients?,"If it is that bad, please call their medical provider right now. If they don't have a provider, it would be wise to call the closest hospital or health care center to receive specific instructions before visiting. In the meantime, guidelines for how patients can take care of themselves at home."
HospitalsTakingCOVID,67,Which hospitals are prepared for COVID-19?,"If it is that bad, please call their medical provider right now. If they don't have a provider, it would be wise to call the closest hospital or health care center to receive specific instructions before visiting. In the meantime, guidelines for how patients can take care of themselves at home."
HospitalsTakingCOVID,67,Which hospitals treat COVID-19 patients?,"If it is that bad, please call their medical provider right now. If they don't have a provider, it would be wise to call the closest hospital or health care center to receive specific instructions before visiting. In the meantime, guidelines for how patients can take care of themselves at home."
HospitalsTakingCOVID,67,Which hospitals are ready for COVID-19?,"If it is that bad, please call their medical provider right now. If they don't have a provider, it would be wise to call the closest hospital or health care center to receive specific instructions before visiting. In the meantime, guidelines for how patients can take care of themselves at home."
HospitalsTakingCOVID,67,Which hospitals are taking patients of coronavirus disease?,"If it is that bad, please call their medical provider right now. If they don't have a provider, it would be wise to call the closest hospital or health care center to receive specific instructions before visiting. In the meantime, guidelines for how patients can take care of themselves at home."
HouseholdMember,68,What do I do if someone I live with gets Coronavirus?,"If someone you live with gets the virus, there are things you can do to try to limit other household members getting it too. The person who is sick should try to use a separate bathroom and bedroom if possible. Clean those rooms as needed, to avoid unnecessary contact with the sick person. The person with the virus should wear a facemask to try to contain COVID-19. Try to avoid sharing personal items, like food and drink. While the sick person should obviously self-isolate, I can't find information on whether household members should isolate too at the moment, so I'll leave that decision to you."
HouseholdMember,68,What can I do if someone I live with gets COVID-19?,"If someone you live with gets the virus, there are things you can do to try to limit other household members getting it too. The person who is sick should try to use a separate bathroom and bedroom if possible. Clean those rooms as needed, to avoid unnecessary contact with the sick person. The person with the virus should wear a facemask to try to contain COVID-19. Try to avoid sharing personal items, like food and drink. While the sick person should obviously self-isolate, I can't find information on whether household members should isolate too at the moment, so I'll leave that decision to you."
HouseholdMember,68,Someone in my house has it. What should I do?,"If someone you live with gets the virus, there are things you can do to try to limit other household members getting it too. The person who is sick should try to use a separate bathroom and bedroom if possible. Clean those rooms as needed, to avoid unnecessary contact with the sick person. The person with the virus should wear a facemask to try to contain COVID-19. Try to avoid sharing personal items, like food and drink. While the sick person should obviously self-isolate, I can't find information on whether household members should isolate too at the moment, so I'll leave that decision to you."
HouseholdMember,68,I live with someone who is sick from Coronavirus. Tell me what I can do.,"If someone you live with gets the virus, there are things you can do to try to limit other household members getting it too. The person who is sick should try to use a separate bathroom and bedroom if possible. Clean those rooms as needed, to avoid unnecessary contact with the sick person. The person with the virus should wear a facemask to try to contain COVID-19. Try to avoid sharing personal items, like food and drink. While the sick person should obviously self-isolate, I can't find information on whether household members should isolate too at the moment, so I'll leave that decision to you."
HouseholdMember,68,I live with a person who has coronavirus. Do I need to self-isolate even though I don't have it.,"If someone you live with gets the virus, there are things you can do to try to limit other household members getting it too. The person who is sick should try to use a separate bathroom and bedroom if possible. Clean those rooms as needed, to avoid unnecessary contact with the sick person. The person with the virus should wear a facemask to try to contain COVID-19. Try to avoid sharing personal items, like food and drink. While the sick person should obviously self-isolate, I can't find information on whether household members should isolate too at the moment, so I'll leave that decision to you."
HouseholdMember,68,I don't have but someone I live with does. What do I need to do?,"If someone you live with gets the virus, there are things you can do to try to limit other household members getting it too. The person who is sick should try to use a separate bathroom and bedroom if possible. Clean those rooms as needed, to avoid unnecessary contact with the sick person. The person with the virus should wear a facemask to try to contain COVID-19. Try to avoid sharing personal items, like food and drink. While the sick person should obviously self-isolate, I can't find information on whether household members should isolate too at the moment, so I'll leave that decision to you."
HouseholdMember,68,My partner's got it. What should I do?,"If someone you live with gets the virus, there are things you can do to try to limit other household members getting it too. The person who is sick should try to use a separate bathroom and bedroom if possible. Clean those rooms as needed, to avoid unnecessary contact with the sick person. The person with the virus should wear a facemask to try to contain COVID-19. Try to avoid sharing personal items, like food and drink. While the sick person should obviously self-isolate, I can't find information on whether household members should isolate too at the moment, so I'll leave that decision to you."
HouseholdMember,68,I live with someone who has COVID19. What's the advice for me?,"If someone you live with gets the virus, there are things you can do to try to limit other household members getting it too. The person who is sick should try to use a separate bathroom and bedroom if possible. Clean those rooms as needed, to avoid unnecessary contact with the sick person. The person with the virus should wear a facemask to try to contain COVID-19. Try to avoid sharing personal items, like food and drink. While the sick person should obviously self-isolate, I can't find information on whether household members should isolate too at the moment, so I'll leave that decision to you."
